Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud,augm_text_default_mn_gpt_neo
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,train,**free message**thanks using auction subscription service. 18 . 150p/msgrcvd 2 skip auction txt out. 2 unsubscribe txt stop customercare 08718726270,20,"[('auction subscription service', 0.03150800970144376), ('free message', 0.03181066264142462), ('subscription service', 0.05066644887807266), ('auction subscription', 0.16107053502606838), ('free', 0.175584571545148), ('message', 0.175584571545148), ('service', 0.175584571545148), ('msgrcvd', 0.24741509517709293), ('auction', 0.2525563262246536), ('skip auction', 0.27350780789075596), ('subscription', 0.2746434526640536), ('skip auction txt', 0.30282605194836787), ('txt', 0.32448302447755517), ('skip', 0.42518689425940503), ('auction txt', 0.48765461414083494), ('unsubscribe txt', 0.5074228098422495), ('stop customercare', 0.5170136003119977), ('unsubscribe', 0.5186960327062603), ('customercare', 0.5186960327062603), ('unsubscribe txt stop', 0.6533604498219399)]","['msgrcvd', 'auction', 'skip auction', 'subscription', 'skip auction txt', 'txt', 'skip', 'auction txt', 'unsubscribe txt', 'stop customercare', 'unsubscribe', 'customercare', 'unsubscribe txt stop']","msgrcvd,auction,skip auction,subscription,skip auction txt,txt,skip,auction txt,unsubscribe txt,stop customercare,unsubscribe,customercare,unsubscribe txt stop",",unsubscribe,unsubscribe txt stop,unsubscribe txt stop,unsubscribe txt stop,unsubscribe txt stop,unsubscribe txt stop,unsubscribe txt stop,unsubscribe"
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1,train,warner village 83118 c colin farrell swat wkend @warner village & get 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,28,"[('warner village', 0.0038869172367597595), ('free med. popcorn', 0.004181876949740052), ('farrell swat wkend', 0.0061778500882936046), ('colin farrell swat', 0.00915370602648165), ('swat wkend', 0.028842219113334244), ('free med.', 0.028842219113334244), ('med. popcorn', 0.028842219113334244), ('colin farrell', 0.04234451590198387), ('farrell swat', 0.04234451590198387), ('warner', 0.04391431469194543), ('village', 0.04391431469194543), ('wkend', 0.13908713173569395), ('free', 0.13908713173569395), ('popcorn', 0.13908713173569395), ('show', 0.13908713173569395), ('colin', 0.2015547062251367), ('farrell', 0.2015547062251367), ('swat', 0.2015547062251367), ('med.', 0.2015547062251367), ('mre film offers', 0.21818809072350948)]","['colin', 'farrell', 'swat', 'med.', 'mre film offers']","colin,farrell,swat,med.,mre film offers"," a great opportunity to learn more about the art of film.

The film industry is a very diverse and diverse group of people. The film industry is a very diverse group of people. The film industry is a very diverse group of people. The"
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,train,"goal! arsenal 4 (henry, 7 v liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins.",23,"[('goal margin', 0.13081186616377047), ('goal', 0.1448278704260264), ('arsenal', 0.2165204400491817), ('henry', 0.2165204400491817), ('mins', 0.22810824333536373), ('scores simple shot', 0.23059616014684833), ('yards pass bergkamp', 0.23059616014684836), ('henry scores simple', 0.2585428837513321), ('bergkamp give arsenal', 0.25854288375133216), ('simple shot', 0.276074115369345), ('yards pass', 0.276074115369345), ('henry scores', 0.3064843053982462), ('give arsenal', 0.3064843053982462), ('pass bergkamp give', 0.3633148431947056), ('liverpool', 0.39936926939872885), ('shot', 0.39936926939872885), ('yards', 0.39936926939872885), ('margin', 0.39936926939872885), ('scores simple', 0.4153499008195327), ('pass bergkamp', 0.4153499008195327)]","['arsenal', 'henry', 'mins', 'scores simple shot', 'yards pass bergkamp', 'henry scores simple', 'bergkamp give arsenal', 'simple shot', 'yards pass', 'henry scores', 'give arsenal', 'pass bergkamp give', 'liverpool', 'shot', 'yards', 'margin', 'scores simple', 'pass bergkamp']","arsenal,henry,mins,scores simple shot,yards pass bergkamp,henry scores simple,bergkamp give arsenal,simple shot,yards pass,henry scores,give arsenal,pass bergkamp give,liverpool,shot,yards,margin,scores simple,pass bergkamp",",pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp,pass bergkamp"
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1,train,"hi amy, sending free phone number couple days, give access adult parties...",12,"[('sending free phone', 0.01655915082773619), ('give access adult', 0.01655915082773619), ('number couple days', 0.016559150827736194), ('access adult parties', 0.016559150827736194), ('free phone number', 0.03339840940482845), ('phone number couple', 0.03339840940482845), ('sending free', 0.04940384002065631), ('couple days', 0.04940384002065631), ('give access', 0.04940384002065631), ('adult parties', 0.04940384002065631), ('free phone', 0.09700399286574239), ('phone number', 0.09700399286574239), ('number couple', 0.09700399286574239), ('access adult', 0.09700399286574239), ('amy', 0.15831692877998726), ('sending', 0.15831692877998726), ('days', 0.15831692877998726), ('give', 0.15831692877998726), ('parties', 0.15831692877998726), ('free', 0.29736558256021506)]",['free'],free,-open-source-code-for-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android-android
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",1,train,"welcome select, o2 service added benefits. call specially trained advisors free mobile dialling 402.",14,"[('service added benefits', 0.0171803062086562), ('service added', 0.07796891081290885), ('added benefits', 0.07796891081290885), ('select', 0.2005079697193566), ('service', 0.2005079697193566), ('benefits', 0.2005079697193566), ('added', 0.36073110501666333), ('call specially', 0.4456055016437946), ('mobile dialling', 0.4456055016437946), ('call', 0.46553351027698087), ('dialling', 0.46553351027698087), ('call specially trained', 0.5777370055722434), ('free mobile dialling', 0.5777370055722434), ('specially', 0.6621399683957523), ('trained', 0.6621399683957523), ('advisors', 0.6621399683957523), ('free', 0.6621399683957523), ('mobile', 0.6621399683957523), ('specially trained', 0.7807198046783035), ('trained advisors', 0.7807198046783035)]","['select', 'service', 'benefits', 'added', 'call specially', 'mobile dialling', 'call', 'dialling', 'call specially trained', 'free mobile dialling', 'specially', 'trained', 'advisors', 'free', 'mobile', 'specially trained', 'trained advisors']","select,service,benefits,added,call specially,mobile dialling,call,dialling,call specially trained,free mobile dialling,specially,trained,advisors,free,mobile,specially trained,trained advisors",",free,mobile,specially trained,specially trained,specially trained,specially trained,specially trained,specially trained,specially trained,specially trained,specially trained,specially trained,specially trained,s"
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,train,dear voucher holder next meal us. use following link pc 2 enjoy 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,17,"[('dear voucher holder', 0.0025258761156662004), ('dear voucher', 0.015380821171891606), ('voucher holder', 0.02570861714399338), ('holder next meal', 0.02570861714399338), ('enjoy', 0.04491197687864554), ('dining', 0.04491197687864554), ('dear', 0.09568045026443411), ('voucher', 0.15831692877998726), ('holder', 0.15831692877998726), ('meal', 0.15831692877998726), ('link', 0.15831692877998726)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,train,urgent! trying contact u. todays draw shows å£2000 prize guaranteed. call 09058094507 land line. claim 3030. valid 12hrs,18,"[('urgent', 0.0726772423782132), ('call', 0.28396041294839813), ('claim', 0.32705176562700716), ('valid', 0.3568200533666425), ('prize guaranteed', 0.37306711088575134), ('prize', 0.5212518383364516), ('guaranteed', 0.5212518383364516), ('land line', 0.6030568194590986), ('land', 0.6133447588150343), ('line', 0.6133447588150343), ('contact', 0.710124506004048), ('todays', 0.710124506004048), ('draw', 0.710124506004048), ('shows', 0.710124506004048), ('contact u. todays', 1.0172548476589933), ('todays draw', 1.0172548476589933), ('draw shows', 1.0172548476589933), ('todays draw shows', 1.7608422308191367)]","['call', 'claim', 'valid', 'prize guaranteed', 'prize', 'guaranteed', 'land line', 'land', 'line', 'contact', 'todays', 'draw', 'shows', 'contact u. todays', 'todays draw', 'draw shows', 'todays draw shows']","call,claim,valid,prize guaranteed,prize,guaranteed,land line,land,line,contact,todays,draw,shows,contact u. todays,todays draw,draw shows,todays draw shows",",todays draw shows,todays draw shows,todays draw shows,todays draw shows,todays draw shows,todays draw shows,todays draw shows,todays draw shows,t"
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,1,train,donate å£2.50 unicef's asian tsunami disaster support fund texting donate 864233. å£2.50 added next bill,15,"[('unicef asian tsunami', 0.010720337650632189), ('asian tsunami disaster', 0.01768154680549983), ('tsunami disaster support', 0.01768154680549983), ('disaster support fund', 0.01768154680549983), ('support fund texting', 0.01768154680549983), ('fund texting donate', 0.023706390040786684), ('unicef asian', 0.03985444220279051), ('asian tsunami', 0.0647213843491835), ('tsunami disaster', 0.0647213843491835), ('disaster support', 0.0647213843491835), ('support fund', 0.0647213843491835), ('fund texting', 0.0647213843491835), ('texting donate', 0.08563321195043695), ('unicef', 0.1554527012770092), ('donate', 0.15996435041261692), ('added next bill', 0.17935612784125676), ('asian', 0.246550513069643), ('tsunami', 0.246550513069643), ('disaster', 0.246550513069643), ('support', 0.246550513069643)]","['asian', 'tsunami', 'disaster', 'support']","asian,tsunami,disaster,support",",finance,gift,gift-share,gift-share-share,gift-share-share-share,gift-share-share-share-share,gift-share-share-share-share,"
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1,train,goldviking (29/m) inviting friend. reply yes-762 no-762 see him: www.sms.ac/u/goldviking stop? send stop frnd 62468,15,"[('inviting friend', 0.033059481883578545), ('goldviking', 0.15847618110021147), ('inviting', 0.17888970889927258), ('friend', 0.17888970889927258), ('reply', 0.25165960017968597), ('goldviking stop', 0.2615468109260967), ('stop', 0.32705596197937675), ('send stop frnd', 0.4509931675443495), ('send stop', 0.5220348944262919), ('stop frnd', 0.5220348944262919), ('send', 0.5243519147589031), ('frnd', 0.5243519147589031)]","['reply', 'goldviking stop', 'stop', 'send stop frnd', 'send stop', 'stop frnd', 'send', 'frnd']","reply,goldviking stop,stop,send stop frnd,send stop,stop frnd,send,frnd",",send,frnd,send,frnd,send,frnd,send,frnd,send,frnd,send,frnd,send,frnd,send,frnd,send,frnd,send,frnd"
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1,train,phony å£350 award - todays voda numbers ending xxxx selected receive å£350 award. match please call 08712300220 quoting claim code 3100 standard rates app,24,"[('todays voda numbers', 0.009323825533518421), ('voda numbers ending', 0.015411263133096773), ('numbers ending xxxx', 0.015411263133096773), ('ending xxxx selected', 0.015411263133096773), ('xxxx selected receive', 0.015411263133096773), ('award', 0.023249019144103197), ('todays voda', 0.036378432021021534), ('voda numbers', 0.059260526860675365), ('numbers ending', 0.059260526860675365), ('ending xxxx', 0.059260526860675365), ('xxxx selected', 0.059260526860675365), ('selected receive', 0.059260526860675365), ('quoting claim code', 0.11992835907734538), ('standard rates app', 0.11992835907734538), ('phony', 0.14840353637699516), ('todays', 0.14840353637699516), ('match please call', 0.16571524955496025), ('voda', 0.2365273465835411), ('numbers', 0.2365273465835411), ('ending', 0.2365273465835411)]","['voda', 'numbers', 'ending']","voda,numbers,ending",",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number"
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,1,train,cds 4u: congratulations ur awarded å£500 cd gift vouchers å£125 gift guaranteed & freeentry 2 å£100 wkly draw xt music 87066 tncs www.ldew.com1win150ppmx3age16,23,"[('congratulations ur awarded', 0.01126465640262647), ('wkly draw', 0.01126465640262647), ('draw xt music', 0.01126465640262647), ('gift guaranteed', 0.01475322914179579), ('gift vouchers', 0.022142865075772043), ('cds', 0.05054734298756545), ('freeentry', 0.05054734298756545), ('tncs', 0.05054734298756545), ('gift', 0.08407519304970143), ('congratulations', 0.08646269674286734), ('guaranteed', 0.08646269674286734), ('wkly', 0.08646269674286734), ('music', 0.08646269674286734), ('awarded', 0.12883217637511718), ('vouchers', 0.12883217637511718), ('draw', 0.12883217637511718)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,1,train,guaranteed å£1000 cash å£2000 prize. claim yr prize call customer service representative 08714712412 10am-7pm cost 10p,16,"[('guaranteed', 0.14453368873287326), ('cash', 0.14453368873287326), ('customer service representative', 0.17384242644048142), ('cost', 0.20684865028795477), ('prize', 0.22370647017289), ('prize call customer', 0.22615189211190476), ('service representative', 0.2327484531021368), ('call customer service', 0.27489710526151373), ('prize call', 0.29606463509384623), ('call customer', 0.3525887336522249), ('customer service', 0.3525887336522249), ('claim', 0.36979497406271966), ('representative', 0.36979497406271966), ('claim yr prize', 0.37578179744364476), ('call', 0.5105653441735236), ('customer', 0.5105653441735236), ('service', 0.5105653441735236)]","['cost', 'prize', 'prize call customer', 'service representative', 'call customer service', 'prize call', 'call customer', 'customer service', 'claim', 'representative', 'claim yr prize', 'call', 'customer', 'service']","cost,prize,prize call customer,service representative,call customer service,prize call,call customer,customer service,claim,representative,claim yr prize,call,customer,service"," representative,call customer,service representative,call customer,service representative,call customer,service representative,call customer,service representative,call customer,service representative,call customer,service representative,call customer,service representative,call customer,service representative,"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1,train,dear 0776xxxxxxx u've invited xchat. final attempt contact u! txt chat 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs,15,"[('invited xchat', 0.03107735477427921), ('dear', 0.06588837669267192), ('xchat', 0.13696809108329627), ('final attempt contact', 0.15074418166153278), ('final attempt', 0.21339268578732606), ('invited', 0.2200560909321288), ('txt chat', 0.24745631075091173), ('msgrcvdhg', 0.26303348124903125), ('row', 0.26303348124903125), ('ldn', 0.26303348124903125), ('attempt contact', 0.32441639786848336), ('final', 0.3553358554145339), ('txt', 0.44538603402402266), ('chat', 0.44538603402402266), ('attempt', 0.4949246952252326), ('contact', 0.4949246952252326)]","['final attempt', 'invited', 'txt chat', 'msgrcvdhg', 'row', 'ldn', 'attempt contact', 'final', 'txt', 'chat', 'attempt', 'contact']","final attempt,invited,txt chat,msgrcvdhg,row,ldn,attempt contact,final,txt,chat,attempt,contact",",txt,chat,attempt,contact,txt,chat,attempt,contact,txt,chat,attempt,contact,txt,chat,attempt,contact,txt,chat,attempt,contact,txt,chat,"
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,train,natalie (20/f) inviting friend. reply yes-165 no-165 see her: www.sms.ac/u/natalie2k9 stop? send stop frnd 62468,15,"[('inviting friend', 0.028080648564120226), ('natalie', 0.08087858033141468), ('inviting', 0.16526845793182304), ('friend', 0.16526845793182304), ('reply', 0.23407698649978712), ('stop', 0.3160820627908246), ('send stop frnd', 0.3652727768304067), ('send stop', 0.4627835807864342), ('stop frnd', 0.4627835807864342), ('send', 0.5004584409057034), ('frnd', 0.5004584409057034)]","['reply', 'stop', 'send stop frnd', 'send stop', 'stop frnd', 'send', 'frnd']","reply,stop,send stop frnd,send stop,stop frnd,send,frnd",",stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop frnd,stop"
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,train,jamster! get free wallpaper text heart 88888 now! t&c apply. 16 only. need help? call 08701213186.,16,"[('jamster', 0.07459883109391804), ('call', 0.3855658647178386), ('heart', 0.5282771639219086), ('text heart', 0.608202513796096), ('apply', 0.6200038627901097), ('free', 0.7158889130125407), ('wallpaper', 0.7158889130125407), ('text', 0.7158889130125407), ('wallpaper text heart', 0.9931478166409248), ('free wallpaper', 1.0512691578426292), ('wallpaper text', 1.0512691578426292), ('free wallpaper text', 1.8691177085647592)]","['call', 'heart', 'text heart', 'apply', 'free', 'wallpaper', 'text', 'wallpaper text heart', 'free wallpaper', 'wallpaper text', 'free wallpaper text']","call,heart,text heart,apply,free,wallpaper,text,wallpaper text heart,free wallpaper,wallpaper text,free wallpaper text",",free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free wallpaper text,free"
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1,train,83039 62735=å£450 uk break accommodationvouchers terms & conditions apply. 2 claim mustprovide claim number 15541,15,"[('break accommodationvouchers terms', 0.0089205102924806), ('conditions apply', 0.02185148615479553), ('accommodationvouchers terms', 0.03534037364729901), ('break accommodationvouchers', 0.057625497513358236), ('terms', 0.14623340726105694), ('conditions', 0.14623340726105694), ('apply', 0.14623340726105694), ('mustprovide claim number', 0.22643458402206137), ('break', 0.23342178605055275), ('accommodationvouchers', 0.23342178605055275), ('claim number', 0.2874784744480649), ('claim', 0.29932267694672315), ('number', 0.37298875481161287), ('claim mustprovide', 0.44444742697649514), ('mustprovide claim', 0.44444742697649514), ('claim mustprovide claim', 0.4667588302795552), ('mustprovide', 0.5139833378573802)]","['mustprovide claim number', 'break', 'accommodationvouchers', 'claim number', 'claim', 'number', 'claim mustprovide', 'mustprovide claim', 'claim mustprovide claim', 'mustprovide']","mustprovide claim number,break,accommodationvouchers,claim number,claim,number,claim mustprovide,mustprovide claim,claim mustprovide claim,mustprovide"," claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide claim,mustprovide"
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,train,5p 4 alfie moon's children need song ur mob. tell ur m8s. txt tone charity 8007 nokias poly charity polys: zed 08701417012 profit 2 charity.,25,"[('alfie moon children', 0.008674600151514318), ('alfie moon', 0.03602675186140847), ('song ur mob', 0.03602675186140847), ('moon children', 0.05258963007587652), ('children need song', 0.05258963007587652), ('alfie', 0.1555727842192338), ('mob', 0.1555727842192338), ('moon', 0.2235221233674397), ('children', 0.2235221233674397), ('song', 0.2235221233674397), ('charity', 0.22522303671280489), ('zed', 0.3439961387660179), ('profit', 0.3439961387660179), ('txt tone', 0.40069804647583135), ('nokias poly', 0.4428649888139431), ('txt', 0.4824641708104529), ('nokias', 0.4824641708104529), ('txt tone charity', 0.5169630940627086), ('nokias poly charity', 0.5891585808199482), ('tone', 0.5929357487981968)]","['moon', 'children', 'song', 'charity', 'zed', 'profit', 'txt tone', 'nokias poly', 'txt', 'nokias', 'txt tone charity', 'nokias poly charity', 'tone']","moon,children,song,charity,zed,profit,txt tone,nokias poly,txt,nokias,txt tone charity,nokias poly charity,tone",",nokias,txt,nokias,txt tone,nokias,txt tone,nokias,txt tone,nokias,txt tone,nokias,txt tone,nokias,txt tone,n"
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,1,train,win å£200 shopping spree every week starting now. 2 play text store 88039. skilgme. tscs08714740323 1winawk! age16 å£1.50perweeksub.,18,"[('shopping spree', 0.03465229800090378), ('spree every week', 0.0565406034156422), ('week starting', 0.0565406034156422), ('play text store', 0.11216935880945682), ('win', 0.1447773057422032), ('shopping', 0.1447773057422032), ('skilgme', 0.20717186494652254), ('spree', 0.23133275159292982), ('week', 0.23133275159292982), ('starting', 0.23133275159292982), ('play text', 0.23338172234549467), ('text store', 0.23338172234549467), ('play', 0.3702539456099092), ('store', 0.3702539456099092), ('text', 0.5110573480904945)]","['skilgme', 'spree', 'week', 'starting', 'play text', 'text store', 'play', 'store', 'text']","skilgme,spree,week,starting,play text,text store,play,store,text",",text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text"
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",1,train,"2nd attempt contract u, weeks top prize either å£1000 cash å£200 prize. call 09066361921",14,"[('weeks top prize', 0.01201813995340184), ('attempt contract', 0.035823369414816786), ('weeks top', 0.035823369414816786), ('top prize', 0.07650444418797549), ('attempt', 0.14724705908851674), ('weeks', 0.14724705908851674), ('cash', 0.14724705908851674), ('prize', 0.15128878828898978), ('call', 0.2104440927400966), ('contract', 0.2348735419198309), ('top', 0.2348735419198309)]","['call', 'contract', 'top']","call,contract,top","ology,
                                               "
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1,train,want new nokia 3510i colour phone deliveredtomorrow? 300 free minutes mobile + 100 free texts + free camcorder reply call 08000930705.,21,"[('colour phone deliveredtomorrow', 0.0034530939990871225), ('colour phone', 0.025472862206995777), ('phone deliveredtomorrow', 0.025472862206995777), ('free minutes mobile', 0.08211612750502138), ('camcorder reply call', 0.11007126093945588), ('free camcorder reply', 0.11649797719524022), ('free', 0.11949774827119168), ('nokia', 0.1306364470084888), ('colour', 0.1306364470084888), ('deliveredtomorrow', 0.1306364470084888), ('free texts', 0.14016602673287548), ('minutes mobile', 0.18207533197447512), ('reply call', 0.18207533197447512), ('phone', 0.1901468846516616), ('free minutes', 0.19193059540068744), ('free camcorder', 0.19193059540068744), ('camcorder reply', 0.25274838125556337), ('mobile', 0.3429206906947366), ('texts', 0.3429206906947366), ('call', 0.3429206906947366)]","['camcorder reply', 'mobile', 'texts', 'call']","camcorder reply,mobile,texts,call","out,email,password,password_confirmation,
                                      "
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,train,"themob>hit link get premium pink panther game, new no. 1 sugababes, crazy zebra animation badass hoody wallpaper-all 4 free!",19,"[('pink panther game', 0.03356262313410168), ('themob', 0.05899937629682816), ('premium pink panther', 0.06672462416318604), ('hit link', 0.07796891081290885), ('panther game', 0.07796891081290885), ('link get premium', 0.1495930091794576), ('premium pink', 0.1495930091794576), ('pink panther', 0.1495930091794576), ('sugababes', 0.17881754828257995), ('free', 0.17881754828257995), ('hit', 0.2005079697193566), ('game', 0.2005079697193566), ('link', 0.36073110501666333), ('premium', 0.36073110501666333), ('pink', 0.36073110501666333), ('panther', 0.36073110501666333), ('crazy zebra', 0.4456055016437946), ('hoody wallpaper-all', 0.4456055016437946), ('crazy', 0.46553351027698087), ('wallpaper-all', 0.46553351027698087)]","['hit', 'game', 'link', 'premium', 'pink', 'panther', 'crazy zebra', 'hoody wallpaper-all', 'crazy', 'wallpaper-all']","hit,game,link,premium,pink,panther,crazy zebra,hoody wallpaper-all,crazy,wallpaper-all",",crazy,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch,bitch"
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,train,msg mobile content order resent previous attempt failed due network error queries customersqueries@netvision.uk.com,13,"[('msg mobile content', 0.01655915082773619), ('network error queries', 0.016559150827736194), ('mobile content order', 0.03339840940482845), ('content order resent', 0.03339840940482845), ('order resent previous', 0.03339840940482845), ('resent previous attempt', 0.03339840940482845), ('previous attempt failed', 0.03339840940482845), ('attempt failed due', 0.03339840940482845), ('failed due network', 0.03339840940482845), ('due network error', 0.03339840940482845), ('msg mobile', 0.04940384002065631), ('error queries', 0.04940384002065631), ('mobile content', 0.09700399286574239), ('content order', 0.09700399286574239), ('order resent', 0.09700399286574239), ('resent previous', 0.09700399286574239), ('previous attempt', 0.09700399286574239), ('attempt failed', 0.09700399286574239), ('failed due', 0.09700399286574239), ('due network', 0.09700399286574239)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,train,"get 3 lions england tone, reply lionm 4 mono lionp 4 poly. 4 go 2 www.ringtones.co.uk, original n best. tones 3gbp network operator rates apply.",25,"[('lions england tone', 0.00839503468309389), ('reply lionm', 0.01791369509517375), ('mono lionp', 0.01791369509517375), ('lions england', 0.026260105655766988), ('england tone', 0.05996336183157586), ('poly', 0.07921846484515037), ('lions', 0.13265911944357758), ('reply', 0.13265911944357758), ('lionm', 0.13265911944357758), ('mono', 0.13265911944357758), ('lionp', 0.13265911944357758), ('england', 0.1928865352977116), ('network operator rates', 0.26994387476754794), ('operator rates apply', 0.26994387476754794), ('tone', 0.2932872661692953), ('tones', 0.2932872661692953), ('network operator', 0.31371849833446974), ('rates apply', 0.31371849833446974), ('original', 0.34691859493499977), ('operator rates', 0.4277621771990474)]","['network operator rates', 'operator rates apply', 'tone', 'tones', 'network operator', 'rates apply', 'original', 'operator rates']","network operator rates,operator rates apply,tone,tones,network operator,rates apply,original,operator rates"," apply,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,original,"
spam,PRIVATE! Your 2003 Account Statement for 078,1,train,private! 2003 account statement 078,5,"[('private', 0.05899937629682816), ('account statement', 0.2766850298235749), ('account', 0.46553351027698087), ('statement', 0.46553351027698087)]","['account statement', 'account', 'statement']","account statement,account,statement",",statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement"
