Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud
ham,Anything lar then Ì_ not going home 4 dinner?,0,train,anything lar ì_ going home 4 dinner?,7,"[('dinner', 0.04491197687864554), ('home', 0.15831692877998726), ('lar', 0.29736558256021506)]",['lar'],lar
ham,\ER,0,train,\er,1,[],[],
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,train,"don't, prize go another customer. t&c www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back busy",20,"[('london', 0.17881754828257995), ('prize', 0.2005079697193566), ('customer', 0.2005079697193566), ('min polo', 0.4456055016437946), ('polo ltd suite', 0.4456055016437946), ('back busy', 0.4456055016437946), ('min', 0.46553351027698087), ('suite', 0.46553351027698087), ('busy', 0.46553351027698087), ('call back busy', 0.5777370055722434), ('polo', 0.6621399683957523), ('call', 0.6621399683957523), ('back', 0.6621399683957523), ('call back', 0.7807198046783035)]","['prize', 'customer', 'min polo', 'polo ltd suite', 'back busy', 'min', 'suite', 'busy', 'call back busy', 'polo', 'call', 'back', 'call back']","prize,customer,min polo,polo ltd suite,back busy,min,suite,busy,call back busy,polo,call,back,call back"
ham,Did u fix the teeth?if not do it asap.ok take care.,0,train,u fix teeth?if asap.ok take care.,6,"[('fix teeth', 0.04940384002065631), ('asap.ok take care', 0.04940384002065631), ('teeth', 0.15831692877998726), ('care', 0.15831692877998726), ('fix', 0.29736558256021506), ('asap.ok', 0.29736558256021506)]","['fix', 'asap.ok']","fix,asap.ok"
ham,So u wan 2 come for our dinner tonight a not?,0,test,u wan 2 come dinner tonight not?,7,"[('dinner tonight', 0.09700399286574239), ('wan', 0.15831692877998726), ('dinner', 0.29736558256021506), ('tonight', 0.29736558256021506)]","['dinner', 'tonight']","dinner,tonight"
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,train,"hello.how u doing?what u 2?when u b moving flat, cos need arrange pick lamp, etc. take care. hello caroline!",19,"[('arrange pick lamp', 0.00317279260659447), ('moving flat', 0.01859446618045681), ('cos need arrange', 0.01859446618045681), ('pick lamp', 0.01859446618045681), ('arrange pick', 0.027581485432184485), ('hello.how', 0.11142476118001256), ('flat', 0.11142476118001256), ('cos', 0.11142476118001256), ('lamp', 0.11142476118001256), ('moving', 0.16383273847958243), ('arrange', 0.16383273847958243), ('pick', 0.16383273847958243), ('care', 0.3033846052649951), ('caroline', 0.3881970960906714)]","['care', 'caroline']","care,caroline"
ham,Its too late:)but its k.wish you the same.,0,test,late:)but k.wish same.,3,"[('late', 0.04491197687864554), ('k.wish', 0.29736558256021506)]",['k.wish'],k.wish
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,train,"hi. hope ur day * good! back walk, table booked half eight. let know ur coming over.",17,"[('hope ur day', 0.03107735477427921), ('good', 0.06588837669267192), ('day', 0.13696809108329627), ('back walk', 0.1445099069107937), ('table booked half', 0.15074418166153278), ('table booked', 0.21339268578732606), ('hope', 0.2200560909321288), ('booked half', 0.32441639786848336), ('back', 0.3553358554145339), ('walk', 0.3553358554145339), ('table', 0.3553358554145339), ('booked', 0.4949246952252326), ('half', 0.4949246952252326), ('coming', 0.5880798524606783)]","['table booked', 'hope', 'booked half', 'back', 'walk', 'table', 'booked', 'half', 'coming']","table booked,hope,booked half,back,walk,table,booked,half,coming"
ham,Oh yeah clearly it's my fault,0,test,oh yeah clearly fault,4,"[('yeah clearly fault', 0.04940384002065631), ('fault', 0.15831692877998726), ('yeah', 0.29736558256021506)]",['yeah'],yeah
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,test,dunno leh cant remember mayb lor. wat time r meeting tmr?,11,"[('remember mayb lor', 0.03356262313410168), ('dunno leh', 0.07796891081290885), ('mayb lor', 0.07796891081290885), ('leh cant remember', 0.1495930091794576), ('remember mayb', 0.1495930091794576), ('dunno', 0.2005079697193566), ('lor', 0.2005079697193566), ('leh', 0.36073110501666333), ('remember', 0.36073110501666333), ('mayb', 0.36073110501666333), ('wat time', 0.4456055016437946), ('meeting tmr', 0.4456055016437946), ('wat', 0.46553351027698087), ('tmr', 0.46553351027698087), ('time', 0.6621399683957523), ('meeting', 0.6621399683957523), ('time r meeting', 0.7807198046783035)]","['dunno', 'lor', 'leh', 'remember', 'mayb', 'wat time', 'meeting tmr', 'wat', 'tmr', 'time', 'meeting', 'time r meeting']","dunno,lor,leh,remember,mayb,wat time,meeting tmr,wat,tmr,time,meeting,time r meeting"
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,test,"best msg: hard person, u know one step foward make u fall love.. &amp; one step back ruin ur friendship.. good night:-) ...",23,"[('hard person', 0.027681934730471605), ('step foward make', 0.03385759345824067), ('fall love.', 0.044349243839871384), ('foward make', 0.07175261961233008), ('make u fall', 0.07175261961233008), ('step foward', 0.11390328603739396), ('msg', 0.16412277786347862), ('hard', 0.16412277786347862), ('person', 0.16412277786347862), ('love.', 0.16412277786347862), ('step', 0.19760010397675104), ('step back ruin', 0.23549609529477425), ('foward', 0.25874478408486645), ('make', 0.25874478408486645), ('fall', 0.25874478408486645), ('step back', 0.27642846386540537), ('ruin ur friendship.', 0.2856409069256835), ('good night', 0.33045793967240694), ('friendship.', 0.40544467897296155), ('back ruin', 0.42915978420800066)]","['step back ruin', 'foward', 'make', 'fall', 'step back', 'ruin ur friendship.', 'good night', 'friendship.', 'back ruin']","step back ruin,foward,make,fall,step back,ruin ur friendship.,good night,friendship.,back ruin"
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,train,urgent! mobile number awarded å£2000 prize guaranteed. call 09061790126 land line. claim 3030. valid 12hrs 150ppm,16,"[('urgent', 0.0726772423782132), ('call', 0.28396041294839813), ('claim', 0.32705176562700716), ('valid', 0.3568200533666425), ('prize guaranteed', 0.37306711088575134), ('mobile', 0.5212518383364516), ('prize', 0.5212518383364516), ('guaranteed', 0.5212518383364516), ('mobile number', 0.5876889435915774), ('land line', 0.6030568194590986), ('land', 0.6133447588150343), ('line', 0.6133447588150343), ('number', 0.710124506004048), ('awarded', 0.710124506004048), ('mobile number awarded', 0.9350078603711882), ('number awarded', 1.0172548476589933)]","['call', 'claim', 'valid', 'prize guaranteed', 'mobile', 'prize', 'guaranteed', 'mobile number', 'land line', 'land', 'line', 'number', 'awarded', 'mobile number awarded', 'number awarded']","call,claim,valid,prize guaranteed,mobile,prize,guaranteed,mobile number,land line,land,line,number,awarded,mobile number awarded,number awarded"
ham,"Vikky, come around  &lt;TIME&gt; ..",0,test,"vikky, come around &lt;time&gt; ..",5,"[('vikky', 0.04491197687864554), ('time', 0.04491197687864554)]",[],
ham,"And how you will do that, princess? :)",0,train,"that, princess? :)",3,"[('princess', 0.05899937629682816)]",[],
ham,I have gone into get info bt dont know what to do,0,train,gone get info bt dont know,6,"[('info bt dont', 0.09700399286574239), ('info', 0.29736558256021506), ('dont', 0.29736558256021506)]","['info', 'dont']","info,dont"
ham,"Yeah, probably here for a while",0,train,"yeah, probably",2,"[('yeah', 0.04491197687864554)]",[],
ham,I'm still pretty weak today .. Bad day ?,0,train,i'm still pretty weak today .. bad day ?,9,"[('pretty weak today', 0.03356262313410168), ('weak today', 0.07796891081290885), ('pretty weak', 0.1495930091794576), ('today', 0.2005079697193566), ('bad day', 0.2766850298235749), ('pretty', 0.36073110501666333), ('weak', 0.36073110501666333), ('bad', 0.46553351027698087), ('day', 0.46553351027698087)]","['today', 'bad day', 'pretty', 'weak', 'bad', 'day']","today,bad day,pretty,weak,bad,day"
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,train,hey ! forget ... mine ... ... possession ... property ... mmm ... *childish smile* ...,16,"[('hey', 0.07603480450132771), ('forget', 0.07603480450132771), ('mine', 0.22227708127317464), ('possession', 0.3378791551946096), ('property', 0.3680938919269099), ('mmm', 0.3904620527534316), ('childish', 0.7337013600859619), ('smile', 0.7337013600859619), ('childish smile', 1.1659915687163465)]","['mine', 'possession', 'property', 'mmm', 'childish', 'smile', 'childish smile']","mine,possession,property,mmm,childish,smile,childish smile"
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,test,excellent thought misundrstud frnd: knw u hate bt day wen u'll knw truth u'll hate urself:-( gn:-),17,"[('excellent thought misundrstud', 0.0018668968525283821), ('thought misundrstud frnd', 0.0018668968525283821), ('excellent thought', 0.013089923375762187), ('misundrstud frnd', 0.013089923375762187), ('hate urself', 0.013544593182520747), ('thought misundrstud', 0.019557279302732804), ('day wen', 0.019557279302732804), ('truth u hate', 0.020241076619814977), ('knw truth', 0.02635223776265893), ('hate bt day', 0.04869677256422715), ('wen u knw', 0.06177684479462527), ('knw u hate', 0.06378617465914323), ('hate', 0.07162298286637953), ('knw', 0.09269208833952335), ('excellent', 0.09329120537733218), ('frnd', 0.09329120537733218), ('urself', 0.09329120537733218), ('thought', 0.1384995633470844), ('misundrstud', 0.1384995633470844), ('day', 0.1384995633470844)]",[],
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,test,hey! congrats 2u2. id luv 2 ive 2 go home!,10,"[('hey', 0.06588837669267192), ('congrats', 0.19677146788549632), ('ive', 0.26303348124903125), ('luv', 0.44538603402402266), ('home', 0.44538603402402266)]","['ive', 'luv', 'home']","ive,luv,home"
ham,Dear where you. Call me,0,train,dear you. call,3,"[('dear you. call', 0.008321268142839145), ('dear you.', 0.04940384002065631), ('you. call', 0.04940384002065631), ('dear', 0.15831692877998726), ('call', 0.15831692877998726), ('you.', 0.29736558256021506)]",['you.'],you.
ham,Xy trying smth now. U eat already? We havent...,0,train,xy trying smth now. u eat already? havent...,8,"[('havent', 0.26303348124903125), ('smth', 0.38831292435681075), ('eat', 0.68796622281612)]","['havent', 'smth', 'eat']","havent,smth,eat"
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,train,urgent! please call 09061213237 landline. å£5000 cash luxury 4* canary islands holiday await collection. t&cs sae po box 177. m227xy. 150ppm. 16+,22,"[('urgent', 0.07459883109391804), ('landline', 0.21873304579817127), ('call', 0.5282771639219086), ('cash', 0.6200038627901097), ('luxury', 0.6200038627901097), ('canary', 0.6200038627901097), ('collection', 0.6200038627901097), ('cash luxury', 0.6244440885048271), ('box', 0.666615133919817), ('islands', 0.7859182515386961), ('holiday', 0.7859182515386961), ('await', 0.7859182515386961), ('sae', 0.8181473198416294), ('canary islands', 0.9503531816424411), ('await collection', 0.9503531816424411), ('sae po box', 1.1996846694861054), ('islands holiday', 1.6155244323587354), ('holiday await', 1.6155244323587354), ('canary islands holiday', 2.2046957070905133), ('holiday await collection', 2.2046957070905138)]","['landline', 'call', 'cash', 'luxury', 'canary', 'collection', 'cash luxury', 'box', 'islands', 'holiday', 'await', 'sae', 'canary islands', 'await collection', 'sae po box', 'islands holiday', 'holiday await', 'canary islands holiday', 'holiday await collection']","landline,call,cash,luxury,canary,collection,cash luxury,box,islands,holiday,await,sae,canary islands,await collection,sae po box,islands holiday,holiday await,canary islands holiday,holiday await collection"
ham,I donno its in your genes or something,0,train,donno genes something,3,"[('donno genes', 0.04940384002065631), ('donno', 0.15831692877998726), ('genes', 0.29736558256021506)]",['genes'],genes
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,test,xmas iscoming & ur awarded either å£500 cd gift vouchers & free entry 2 r å£100 weekly draw txt music 87066 tnc www.ldew.com1win150ppmx3age16subscription,23,"[('weekly draw txt', 0.0025258761156662004), ('draw txt music', 0.0025258761156662004), ('xmas iscoming', 0.009239332327148086), ('free entry', 0.009239332327148086), ('gift vouchers', 0.015380821171891606), ('weekly draw', 0.015380821171891606), ('txt music', 0.015380821171891606), ('draw txt', 0.02570861714399338), ('tnc', 0.04491197687864554), ('xmas', 0.09568045026443411), ('iscoming', 0.09568045026443411), ('vouchers', 0.09568045026443411), ('free', 0.09568045026443411), ('entry', 0.09568045026443411), ('weekly', 0.09568045026443411), ('music', 0.09568045026443411), ('awarded', 0.15831692877998726), ('gift', 0.15831692877998726), ('draw', 0.15831692877998726), ('txt', 0.15831692877998726)]",[],
ham,Alex says he's not ok with you not being ok with it,0,train,alex says he's ok ok,5,"[('alex', 0.09568045026443411)]",[],
ham,Are u coming to the funeral home,0,train,u coming funeral home,4,"[('coming funeral home', 0.016559150827736194), ('funeral home', 0.04940384002065631), ('coming funeral', 0.09700399286574239), ('home', 0.15831692877998726), ('coming', 0.29736558256021506), ('funeral', 0.29736558256021506)]","['coming', 'funeral']","coming,funeral"
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,train,darling sister. doing. when's school resuming. minimum wait period reapply? take care,12,"[('darling sister.', 0.10302256008155819), ('darling', 0.23133275159292982), ('sister.', 0.4037484044059793), ('resuming', 0.5110573480904945), ('school resuming', 0.5590489604659448), ('minimum', 0.6036200563782421), ('reapply', 0.6036200563782421), ('care', 0.6511101154454433), ('school', 0.7016498766455139), ('wait', 0.7740813452640246), ('period', 0.7740813452640246), ('minimum wait', 0.8770566391161699), ('period reapply', 0.8770566391161699), ('wait period', 1.4950219888008849), ('minimum wait period', 1.9068786287295503), ('wait period reapply', 1.9068786287295503)]","['darling', 'sister.', 'resuming', 'school resuming', 'minimum', 'reapply', 'care', 'school', 'wait', 'period', 'minimum wait', 'period reapply', 'wait period', 'minimum wait period', 'wait period reapply']","darling,sister.,resuming,school resuming,minimum,reapply,care,school,wait,period,minimum wait,period reapply,wait period,minimum wait period,wait period reapply"
ham,I.ll hand her my phone to chat wit u,0,train,i.ll hand phone chat wit u,6,"[('i.ll hand phone', 0.01655915082773619), ('hand phone chat', 0.03339840940482845), ('phone chat wit', 0.03339840940482845), ('i.ll hand', 0.04940384002065631), ('hand phone', 0.09700399286574239), ('phone chat', 0.09700399286574239), ('chat wit', 0.09700399286574239), ('i.ll', 0.15831692877998726), ('hand', 0.29736558256021506), ('phone', 0.29736558256021506), ('chat', 0.29736558256021506), ('wit', 0.29736558256021506)]","['hand', 'phone', 'chat', 'wit']","hand,phone,chat,wit"
ham,Well good morning mr . Hows london treatin' ya treacle?,0,test,well good morning mr . hows london treatin' ya treacle?,10,"[('london treatin', 0.04940384002065631), ('good morning', 0.09700399286574239), ('treatin', 0.15831692877998726), ('treacle', 0.15831692877998726), ('good', 0.29736558256021506), ('morning', 0.29736558256021506), ('london', 0.29736558256021506)]","['good', 'morning', 'london']","good,morning,london"
ham,I can't make it tonight,0,test,can't make tonight,3,"[('make tonight', 0.04940384002065631), ('tonight', 0.15831692877998726), ('make', 0.29736558256021506)]",['make'],make
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,train,&lt;#&gt; bucks. banks fees fixed. better call bank find out.,10,"[('bucks', 0.08732321891353056), ('fees fixed', 0.32298859732907925), ('banks fees fixed', 0.37550122813738224), ('fixed', 0.42780861942673337), ('fees', 0.5706654227040613), ('banks fees', 0.5916817248613804), ('banks', 0.6514039184899717), ('bank', 0.6514039184899717), ('call', 0.6594629176647544), ('find', 0.6594629176647544), ('call bank', 0.7530841574201087), ('bank find', 0.7530841574201087), ('call bank find', 1.0394623528798654)]","['fees fixed', 'banks fees fixed', 'fixed', 'fees', 'banks fees', 'banks', 'bank', 'call', 'find', 'call bank', 'bank find', 'call bank find']","fees fixed,banks fees fixed,fixed,fees,banks fees,banks,bank,call,find,call bank,bank find,call bank find"
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",0,test,"can. tell quite long, cos finish film yet...",8,"[('cos finish', 0.4456055016437946), ('long', 0.46553351027698087), ('cos', 0.46553351027698087), ('cos finish film', 0.5777370055722434), ('finish', 0.6621399683957523), ('film', 0.6621399683957523), ('finish film', 0.7807198046783035)]","['cos finish', 'long', 'cos', 'cos finish film', 'finish', 'film', 'finish film']","cos finish,long,cos,cos finish film,finish,film,finish film"
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,test,pls ask macho much budget bb bold 2 cos saw new one &lt;#&gt; dollars.,14,"[('dollars', 0.04491197687864554), ('pls ask macho', 0.04940384002065631), ('budget bb bold', 0.04940384002065631), ('macho much budget', 0.09700399286574239), ('pls', 0.15831692877998726), ('bold', 0.15831692877998726), ('cos', 0.15831692877998726), ('macho', 0.29736558256021506), ('budget', 0.29736558256021506)]","['macho', 'budget']","macho,budget"
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",0,train,"\hi missed call mumhas beendropping red wine theplace! adress?\""""",9,"[('red wine theplace', 0.03356262313410168), ('missed call mumhas', 0.06672462416318604), ('call mumhas beendropping', 0.06672462416318604), ('mumhas beendropping red', 0.06672462416318604), ('beendropping red wine', 0.06672462416318604), ('wine theplace', 0.07796891081290885), ('missed call', 0.1495930091794576), ('call mumhas', 0.1495930091794576), ('mumhas beendropping', 0.1495930091794576), ('beendropping red', 0.1495930091794576), ('red wine', 0.1495930091794576), ('adress', 0.17881754828257995), ('theplace', 0.2005079697193566), ('missed', 0.36073110501666333), ('call', 0.36073110501666333), ('mumhas', 0.36073110501666333), ('beendropping', 0.36073110501666333), ('red', 0.36073110501666333), ('wine', 0.36073110501666333)]","['theplace', 'missed', 'call', 'mumhas', 'beendropping', 'red', 'wine']","theplace,missed,call,mumhas,beendropping,red,wine"
ham,Ill be at yours in about 3 mins but look out for me,0,test,ill 3 mins look,4,"[('ill', 0.04491197687864554), ('mins', 0.15831692877998726)]",[],
ham,What you did in  leave.,0,train,leave.,1,"[('leave', 0.04491197687864554)]",[],
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,train,i'm coming back thursday. yay. gonna ok get money. cheers. oh yeah you. everything alright. hows school. call work,19,"[('back thursday. yay', 0.061196552065544606), ('thursday. yay', 0.11423118145718295), ('coming back thursday.', 0.12022084040654683), ('coming back', 0.2147541073300865), ('back thursday.', 0.2147541073300865), ('yay', 0.24382756938246325), ('coming', 0.42046180591693366), ('back', 0.42046180591693366), ('thursday.', 0.42046180591693366), ('gonna', 0.5282771639219086), ('cheers', 0.5282771639219086), ('money. cheers', 0.608202513796096), ('alright', 0.666615133919817), ('school', 0.6953543556939098), ('call', 0.7151041773553232), ('work', 0.7151041773553232), ('money.', 0.7158889130125407), ('yeah', 0.7859182515386961), ('call work', 1.0465549688700893)]","['coming back', 'back thursday.', 'yay', 'coming', 'back', 'thursday.', 'gonna', 'cheers', 'money. cheers', 'alright', 'school', 'call', 'work', 'money.', 'yeah', 'call work']","coming back,back thursday.,yay,coming,back,thursday.,gonna,cheers,money. cheers,alright,school,call,work,money.,yeah,call work"
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,train,"jolly good! way, give u tickets sat eve 7.30. speak x",11,"[('jolly good', 0.050888965170882816), ('jolly', 0.2200560909321288), ('good', 0.2200560909321288), ('give', 0.4949246952252326), ('eve', 0.4949246952252326), ('give u tickets', 0.5162806230574593), ('sat eve', 0.5162806230574593), ('speak', 0.5880798524606783), ('tickets', 0.68796622281612), ('sat', 0.68796622281612), ('tickets sat eve', 0.7455031627189532), ('tickets sat', 0.8986050855370177)]","['jolly', 'good', 'give', 'eve', 'give u tickets', 'sat eve', 'speak', 'tickets', 'sat', 'tickets sat eve', 'tickets sat']","jolly,good,give,eve,give u tickets,sat eve,speak,tickets,sat,tickets sat eve,tickets sat"
ham,"yeah, that's what I was thinking",0,test,"yeah, that's thinking",3,"[('yeah', 0.04491197687864554), ('thinking', 0.15831692877998726)]",[],
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,train,k.k:)i'm going tirunelvali week see uncle ..i already spend amount taking dress .so want money.i give feb 1,18,"[('amount taking dress', 0.0025258761156662004), ('money.i give feb', 0.0025258761156662004), ('spend amount taking', 0.0042542192213185686), ('week see uncle', 0.015380821171891606), ('taking dress', 0.015380821171891606), ('give feb', 0.015380821171891606), ('tirunelvali week', 0.02570861714399338), ('spend amount', 0.02570861714399338), ('amount taking', 0.02570861714399338), ('money.i give', 0.02570861714399338), ('uncle', 0.09568045026443411), ('dress', 0.09568045026443411), ('feb', 0.09568045026443411), ('tirunelvali', 0.15831692877998726), ('week', 0.15831692877998726), ('spend', 0.15831692877998726), ('amount', 0.15831692877998726), ('taking', 0.15831692877998726), ('money.i', 0.15831692877998726), ('give', 0.15831692877998726)]",[],
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,test,got ur favorite oyster... n got favorite sashimi... ok lar dun say already... wait ur stomach start rumbling...,18,"[('favorite oyster', 0.10357509899602825), ('oyster', 0.18192249554923495), ('favorite', 0.25795090980784224), ('favorite sashimi', 0.2900157000011225), ('sashimi', 0.43577213224967704), ('wait', 0.5796525154827494), ('rumbling', 0.5796525154827494), ('lar', 0.6667140855438386), ('dun', 0.6667140855438386), ('wait ur stomach', 0.699846663354241), ('start rumbling', 0.699846663354241), ('stomach', 0.7102731937434072), ('start', 0.7102731937434072), ('lar dun', 0.8002048801519621), ('stomach start', 1.0181146363307965), ('stomach start rumbling', 1.1380982873198988)]","['favorite', 'favorite sashimi', 'sashimi', 'wait', 'rumbling', 'lar', 'dun', 'wait ur stomach', 'start rumbling', 'stomach', 'start', 'lar dun', 'stomach start', 'stomach start rumbling']","favorite,favorite sashimi,sashimi,wait,rumbling,lar,dun,wait ur stomach,start rumbling,stomach,start,lar dun,stomach start,stomach start rumbling"
ham,My sister going to earn more than me da.,0,test,sister going earn da.,4,"[('sister going earn', 0.04940384002065631), ('sister', 0.15831692877998726), ('earn', 0.29736558256021506)]",['earn'],earn
ham,Jus finish watching tv... U?,0,test,jus finish watching tv... u?,5,"[('jus finish watching', 0.03356262313410168), ('jus finish', 0.07796891081290885), ('finish watching', 0.1495930091794576), ('jus', 0.2005079697193566), ('finish', 0.36073110501666333), ('watching', 0.36073110501666333)]","['jus', 'finish', 'watching']","jus,finish,watching"
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0,test,"k, fyi i'm back parents' place south tampa might need deal somewhere else",13,"[(""back parents' place"", 0.03339840940482845), (""parents' place south"", 0.03339840940482845), ('place south tampa', 0.03339840940482845), ('fyi i back', 0.04940384002065631), (""back parents'"", 0.09700399286574239), (""parents' place"", 0.09700399286574239), ('place south', 0.09700399286574239), ('south tampa', 0.09700399286574239), ('fyi', 0.15831692877998726), ('back', 0.29736558256021506), (""parents'"", 0.29736558256021506), ('place', 0.29736558256021506), ('south', 0.29736558256021506), ('tampa', 0.29736558256021506), ('deal', 0.29736558256021506)]","['back', ""parents'"", 'place', 'south', 'tampa', 'deal']","back,parents',place,south,tampa,deal"
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,train,"good morning, love ... go sleep wish great day full feeling better opportunity ... last thought babe, love *kiss*",19,"[('good morning', 0.028080648564120226), ('love', 0.06627610170723869), ('good', 0.16526845793182304), ('morning', 0.16526845793182304), ('feeling better opportunity', 0.28885735322005285), ('kiss', 0.3080830696969742), ('great day full', 0.3914068737576287), ('day full feeling', 0.3914068737576287), ('opportunity', 0.4074537787808157), ('sleep wish great', 0.4337992501472094), ('great day', 0.4337992501472094), ('day full', 0.4337992501472094), ('full feeling', 0.4337992501472094), ('thought babe', 0.47168072269827255), ('babe', 0.5004584409057034), ('sleep', 0.5500475366013338), ('great', 0.5500475366013338), ('day', 0.5500475366013338), ('full', 0.5500475366013338), ('feeling', 0.5500475366013338)]","['feeling better opportunity', 'kiss', 'great day full', 'day full feeling', 'opportunity', 'sleep wish great', 'great day', 'day full', 'full feeling', 'thought babe', 'babe', 'sleep', 'great', 'day', 'full', 'feeling']","feeling better opportunity,kiss,great day full,day full feeling,opportunity,sleep wish great,great day,day full,full feeling,thought babe,babe,sleep,great,day,full,feeling"
ham,Kothi print out marandratha.,0,test,kothi print marandratha.,3,"[('kothi print marandratha', 0.008321268142839145), ('kothi print', 0.04940384002065631), ('print marandratha', 0.04940384002065631), ('kothi', 0.15831692877998726), ('marandratha', 0.15831692877998726), ('print', 0.29736558256021506)]",['print'],print
ham,But we havent got da topic yet rite?,0,train,havent got da topic yet rite?,6,"[('topic yet rite', 0.04940384002065631), ('havent', 0.15831692877998726), ('rite', 0.15831692877998726), ('topic', 0.29736558256021506)]",['topic'],topic
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,train,ok problem... yup i'm going sch 4 rem correctly...,9,"[('problem', 0.2005079697193566), ('rem correctly', 0.2766850298235749), ('yup', 0.46553351027698087), ('sch', 0.46553351027698087), ('rem', 0.46553351027698087), ('correctly', 0.46553351027698087)]","['problem', 'rem correctly', 'yup', 'sch', 'rem', 'correctly']","problem,rem correctly,yup,sch,rem,correctly"
ham,"Thanks, I'll keep that in mind",0,train,"thanks, i'll keep mind",4,"[('mind', 0.15831692877998726)]",[],
ham,Aah bless! How's your arm?,0,train,aah bless! how's arm?,4,"[('aah bless', 0.04188746641162499), ('aah', 0.2005079697193566), ('bless', 0.2005079697193566), ('arm', 0.46553351027698087)]","['aah', 'bless', 'arm']","aah,bless,arm"
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,train,"dear sir,salam alaikkum.pride pleasure meeting today tea shop.we pleased send contact number qatar.rakhesh indian.pls save number.respectful regards.",17,"[('dear sir,salam alaikkum.pride', 0.01655915082773619), ('sir,salam alaikkum.pride pleasure', 0.03339840940482845), ('alaikkum.pride pleasure meeting', 0.03339840940482845), ('pleasure meeting today', 0.03339840940482845), ('meeting today tea', 0.03339840940482845), ('today tea shop.we', 0.03339840940482845), ('tea shop.we pleased', 0.03339840940482845), ('shop.we pleased send', 0.03339840940482845), ('pleased send contact', 0.03339840940482845), ('send contact number', 0.03339840940482845), ('contact number qatar.rakhesh', 0.03339840940482845), ('number qatar.rakhesh indian.pls', 0.03339840940482845), ('qatar.rakhesh indian.pls save', 0.03339840940482845), ('indian.pls save number.respectful', 0.03339840940482845), ('dear sir,salam', 0.04940384002065631), ('sir,salam alaikkum.pride', 0.09700399286574239), ('alaikkum.pride pleasure', 0.09700399286574239), ('pleasure meeting', 0.09700399286574239), ('meeting today', 0.09700399286574239), ('today tea', 0.09700399286574239)]",[],
